"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Validate API handles invalid filter parameters","349","User Course API - Invalid Filter Parameters","","2026-01-27","passed","2026-01-27","User Course Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserCourse.spec.js","",""
"","347","should retrieve all notification templates","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification Template - Additional Tests","Admin-API/Notification.spec.js","",""
"","1285","should get page section by valid ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > GET /api/PageSection/pagesection/{id}","Marketing-API/PageSection.spec.js","",""
"","1111","should create configuration with minimal fields","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - Additional Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"","341","should handle missing configuration ID in delete","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Negative Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"","26","Step 6: GET - Verify deletion - GET /api/Audio/getbyaudioid (expect 204/404)","","2026-01-27","skipped","2026-01-27","Course API - Audio Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","1232","should handle subscription plan by ID with optional contentTypeId","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/subscriptionplans/{planId}","Marketing-API/CourseData.spec.js","",""
"","549","should delete existing product content","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Content - DELETE /api/SectionProductContent/sectionproductcontent/{id}","Marketing-API/PageContent.spec.js","",""
"","1304","NEGATIVE: should reject non-numeric plan ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/subscriptionplans/{planId}","Marketing-API/CourseData.spec.js","",""
"","14","Step 2: GET - Verify template after CREATE","","2026-01-27","skipped","2026-01-27","Admin API - Notification Tests > Notification Template - CRUD Flow","Admin-API/Notification.spec.js","",""
"Complete user course operations including enrollment and progress tracking","425","User Course API - Complete Operations (Positive)","","2026-01-27","failed","2026-01-27","User Course Management API - Comprehensive Testing > ✅ POSITIVE TEST CASES","Client-API/UserCourse.spec.js","",""
"","485","NEGATIVE: should handle non-existent section ID for deletion","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > DELETE /api/PageSection/pagesection/{id}","Marketing-API/PageSection.spec.js","",""
"","1235","NEGATIVE: should reject invalid content ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getcontentreviews","Marketing-API/CourseData.spec.js","",""
"Complete validation of Course Skills API including create, get all, update, and delete operations","596","Course Skills - Complete CRUD Operations","","2026-01-27","failed","2026-01-27","Course Skills API","Course/CourseSkills.spec.js","",""
"Validate API rejects invalid session start requests","470","ChatSession API - Start Session with Invalid Data","","2026-01-27","passed","2026-01-27","Chat Session Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/ChatSession.spec.js","",""
"","475","should handle empty filters","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > POST /api/CourseData/getallcourses","Marketing-API/CourseData.spec.js","",""
"Complete validation of Course Section API including create, get all, update, and delete operations","613","Course Section - Complete CRUD Operations","","2026-01-27","failed","2026-01-27","Course Section API","Course/CourseSection.spec.js","",""
"","454","should get content reviews with valid params","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getcontentreviews","Marketing-API/CourseData.spec.js","",""
"","498","should get product details by valid ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Details - GET /api/SectionProductDetails/sectionproductdetails/{id}","Marketing-API/PageContent.spec.js","",""
"","16","Step 5: DELETE - DELETE /api/ContentDocument/deletebyidcontentdocument/{id}","","2026-01-27","skipped","2026-01-27","Course API - ContentDocument Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","1611","POST /api/Tenant/createsubscriptiondata - Should create subscription data","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","1504","should create new marketing page with valid data","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > POST /api/Marketingpages/marketingpages","Marketing-API/MarketingPages.spec.js","",""
"","499","NEGATIVE: should reject missing required fields","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > POST /api/Marketingpages/marketingpages","Marketing-API/MarketingPages.spec.js","",""
"","15","Step 3: UPDATE - PUT /api/Video/update","","2026-01-27","skipped","2026-01-27","Course API - Video Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","351","should handle deletion of non-existent configuration","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - Additional Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"","9436","POST /api/Tenant/notifiytenant - Should send notification without password","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"Validate API rejects unauthorized course operations","1267","User Course API - Unauthorized Access","","2026-01-27","passed","2026-01-27","User Course Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserCourse.spec.js","",""
"","323","should retrieve user details by ID","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > GET /UserManagement/details","Admin-API/UserManagement.spec.js","",""
"","1182","should get dynamic content by valid ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - GET /api/PageSectionDynamicContent/pagesectiondynamiccontent/{id}","Marketing-API/PageContent.spec.js","",""
"Validate API rejects requests with invalid or missing authentication","1284","Subscription API - Unauthorized Access (Invalid Token)","","2026-01-27","passed","2026-01-27","Subscription Management API - Comprehensive Testing","Client-API/Subscription.spec.js","",""
"","15","Step 5: DELETE - DELETE /api/CourseSkill/deletebyidcourseskill/{id}","","2026-01-27","skipped","2026-01-27","Course API - CourseSkill Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","461","should handle missing parameters","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > GET /UserManagement/validateemail","Admin-API/UserManagement.spec.js","",""
"","18","Step 4: GET - Verify plan after UPDATE","","2026-01-27","skipped","2026-01-27","Subscription Management API - Comprehensive Testing > âœ… Subscription Plan - CRUD Flow","Client-API/Subscription.spec.js","",""
"","337","should validate required fields","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Negative Tests","Admin-API/Notification.spec.js","",""
"","30","Step 5: DELETE - PUT /ChatSession/endchatsession (End session)","","2026-01-27","skipped","2026-01-27","Chat Session Management API - Comprehensive Testing > ✅ Chat Session - CRUD Flow","Client-API/ChatSession.spec.js","",""
"","346","should retrieve paginated user list","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/getusers","Admin-API/UserManagement.spec.js","",""
"","487","NEGATIVE: should handle non-existent page ID for deletion","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > DELETE /api/Marketingpages/marketingpages/{id}","Marketing-API/MarketingPages.spec.js","",""
"","478","should get all dynamic content or return empty list","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - GET /api/PageSectionDynamicContent/pagesectiondynamiccontent","Marketing-API/PageContent.spec.js","",""
"Complete validation of Course Lesson API with Document content","615","Course Lesson (Document) - Complete CRUD Operations","","2026-01-27","failed","2026-01-27","Course Lesson API","Course/CourseLesson.spec.js","",""
"","498","NEGATIVE: should reject missing required fields","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > POST /api/CourseData/inviteuser","Marketing-API/CourseData.spec.js","",""
"","19","Step 6: GET - Verify plan after DELETE","","2026-01-27","skipped","2026-01-27","Subscription Management API - Comprehensive Testing > âœ… Subscription Plan - CRUD Flow","Client-API/Subscription.spec.js","",""
"","480","should get all marketing pages or return empty list","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > GET /api/Marketingpages/marketingpages","Marketing-API/MarketingPages.spec.js","",""
"","522","NEGATIVE: should reject negative price","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Details - POST /api/SectionProductDetails/sectionproductdetails","Marketing-API/PageContent.spec.js","",""
"Validate quiz creation with Easy, Medium, and Hard difficulty levels","631","Quiz API - Validation: Create with Multiple Levels","","2026-01-27","failed","2026-01-27","Quiz Management API","Client/QuizCrud.spec.js","",""
"","15","Step 6: GET - Verify deletion - GET /api/Video/details/{videoId} (expect 204/404)","","2026-01-27","skipped","2026-01-27","Course API - Video Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","1217","NEGATIVE: should reject invalid pagination params (exceeds max)","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getcontentreviews","Marketing-API/CourseData.spec.js","",""
"","24","Step 2: GET - Verify audio after CREATE","","2026-01-27","skipped","2026-01-27","Audio API > ✅ Audio - CRUD Flow","Course/Audio.spec.js","",""
"","402","Step 1: CREATE - POST /Subscription/createsubscriptionplan","","2026-01-27","failed","2026-01-27","Subscription Management API - Comprehensive Testing > âœ… Subscription Plan - CRUD Flow","Client-API/Subscription.spec.js","",""
"","401","Step 1: CREATE - POST /UserNotification/createnotificationpreferences","","2026-01-27","failed","2026-01-27","User Notification Management API - Comprehensive Testing > ✅ Notification Preference - CRUD Flow","Client-API/UserNotification.spec.js","",""
"","506","NEGATIVE: should reject non-numeric section ID for deletion","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > DELETE /api/PageSection/pagesection/{id}","Marketing-API/PageSection.spec.js","",""
"","19","Step 4: GET - Verify update - GET /api/CourseLession/getbyidcourselession","","2026-01-27","skipped","2026-01-27","Course API - CourseLession Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"Validation of Sessions API retrieval operations","441","Sessions API - Get Operations (Positive)","","2026-01-27","failed","2026-01-27","Webinar Sessions Management API - Comprehensive Testing > ✅ POSITIVE TEST CASES","Client-API/Sessions.spec.js","",""
"Validate question creation and update with proper choice handling","617","Quiz API - Question CRUD with Choice Validation","","2026-01-27","failed","2026-01-27","Quiz Management API","Client/QuizCrud.spec.js","",""
"","340","should handle missing tenant ID","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Negative Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"","416","Multiple Preferences Management","","2026-01-27","failed","2026-01-27","User Notification Management API - Comprehensive Testing > ✅ Notification Preference - Additional Tests","Client-API/UserNotification.spec.js","",""
"Validate API handles Q&A with invalid session IDs","378","ChatSession API - Q&A with Invalid Session ID","","2026-01-27","passed","2026-01-27","Chat Session Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/ChatSession.spec.js","",""
"","463","NEGATIVE: should handle non-existent course ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getbyidcourse","Marketing-API/CourseData.spec.js","",""
"","332","should update user preferred language","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > PUT /UserManagement/updatedpreferredlanguage","Admin-API/UserManagement.spec.js","",""
"","498","NEGATIVE: should reject invalid page ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > POST /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"","540","should create new static content with valid data","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Static Content - POST /api/PageSectionStaticContent/pagesectionstaticcontent","Marketing-API/PageContent.spec.js","",""
"Validate API rejects unauthorized notification operations","1243","UserNotification API - Unauthorized Access","","2026-01-27","passed","2026-01-27","User Notification Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserNotification.spec.js","",""
"","332","should retrieve FusionAuth user roles","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/getfusionauthuserroles","Admin-API/UserManagement.spec.js","",""
"Validate the getallplaylistcategories endpoint returns all available playlist categories with proper structure","1310","Category API - Get All Playlist Categories","","2026-01-27","failed","2026-01-27","Category Management API","Client/Categories.spec.js","",""
"Validate API handles operations on non-existent resources correctly","363","Subscription API - Non-existent Resource Operations","","2026-01-27","passed","2026-01-27","Subscription Management API - Comprehensive Testing","Client-API/Subscription.spec.js","",""
"","335","should handle non-existent user ID","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > GET /UserManagement/details","Admin-API/UserManagement.spec.js","",""
"","14","Step 3: UPDATE - PUT /VisibilityTenantSettings/updatetenantsettings","","2026-01-27","skipped","2026-01-27","Admin API - VisibilityTenantSettings Tests > Tenant Settings - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","446","Step 1: CREATE - POST /api/ContentDocument/createcontentdocument","","2026-01-27","failed","2026-01-27","Course API - ContentDocument Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","470","Step 1: CREATE - POST /api/Audio/createaudio","","2026-01-27","failed","2026-01-27","Course API - Audio Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","18","Step 3: UPDATE - PUT /Notification/updatenotification","","2026-01-27","skipped","2026-01-27","Admin API - Notification Tests > Notification - CRUD Flow","Admin-API/Notification.spec.js","",""
"","543","NEGATIVE: should handle non-existent dynamic content ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - GET /api/PageSectionDynamicContent/pagesectiondynamiccontent/{id}","Marketing-API/PageContent.spec.js","",""
"","401","should reject invalid template data","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification Template - Additional Tests","Admin-API/Notification.spec.js","",""
"","1203","NEGATIVE: should reject update with non-existent ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - PUT /api/PageSectionDynamicContent/pagesectiondynamiccontent","Marketing-API/PageContent.spec.js","",""
"","20","Step 3: UPDATE - No UPDATE endpoint available","","2026-01-27","skipped","2026-01-27","User Notification Management API - Comprehensive Testing > ✅ Notification Preference - CRUD Flow","Client-API/UserNotification.spec.js","",""
"Validate API rejects invalid Q&A payloads","340","ChatSession API - Invalid Q&A Payload","","2026-01-27","passed","2026-01-27","Chat Session Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/ChatSession.spec.js","",""
"Validate the getallcategories endpoint returns all available categories with proper structure","1367","Category API - Get All Categories","","2026-01-27","failed","2026-01-27","Category Management API","Client/Categories.spec.js","",""
"","22","Step 6: GET - Verify session after DELETE (Session ended)","","2026-01-27","skipped","2026-01-27","Chat Session Management API - Comprehensive Testing > ✅ Chat Session - CRUD Flow","Client-API/ChatSession.spec.js","",""
"","15","Step 6: GET - Verify notification after DELETE","","2026-01-27","skipped","2026-01-27","Admin API - Notification Tests > Notification - CRUD Flow","Admin-API/Notification.spec.js","",""
"","2204","should get all subscription plans or return empty list","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/subscriptionplans","Marketing-API/CourseData.spec.js","",""
"Validate API rejects invalid string formats and special characters","386","Subscription API - Invalid String Formats","","2026-01-27","passed","2026-01-27","Subscription Management API - Comprehensive Testing","Client-API/Subscription.spec.js","",""
"","359","should delete user profile by ID","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > DELETE /UserManagement/deleteuserprofile/{userId}","Admin-API/UserManagement.spec.js","",""
"","506","should get all product details or return empty list","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Details - GET /api/SectionProductDetails/sectionproductdetails","Marketing-API/PageContent.spec.js","",""
"","476","should get all courses with basic pagination","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > POST /api/CourseData/getallcourses","Marketing-API/CourseData.spec.js","",""
"","1606","GET /api/Tenant/gettenantsbyid - Should return 404 for non-existent tenant","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","28","Step 3: UPDATE - PUT /Audio/updateaudio","","2026-01-27","skipped","2026-01-27","Audio API > ✅ Audio - CRUD Flow","Course/Audio.spec.js","",""
"","335","should reject invalid email format","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > GET /UserManagement/validateemail","Admin-API/UserManagement.spec.js","",""
"","532","NEGATIVE: should reject update with invalid order sequence","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > PUT /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"","464","NEGATIVE: should handle invalid plan ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/subscriptionplans/{planId}","Marketing-API/CourseData.spec.js","",""
"","578","NEGATIVE: should reject update with non-existent ID","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > PUT /api/Marketingpages/marketingpages","Marketing-API/MarketingPages.spec.js","",""
"","1864","POST /api/Tenant/updatelearninginsights - Should fail without learning insight ID","","2026-01-27","failed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","16","Step 2: GET - GET /api/CourseLession/getbyidcourselession","","2026-01-27","skipped","2026-01-27","Course API - CourseLession Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"Validate that categories and playlist categories have consistent base data","1601","Category API - Categories and Playlist Categories Consistency","","2026-01-27","failed","2026-01-27","Category Management API","Client/Categories.spec.js","",""
"","520","NEGATIVE: should handle non-existent product detail ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Details - GET /api/SectionProductDetails/sectionproductdetails/{id}","Marketing-API/PageContent.spec.js","",""
"","490","should delete existing static content","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Static Content - DELETE /api/PageSectionStaticContent/pagesectionstaticcontent/{id}","Marketing-API/PageContent.spec.js","",""
"","361","Step 1: CREATE - POST /Notification/createnotification","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification - CRUD Flow","Admin-API/Notification.spec.js","",""
"","1587","GET /api/Tenant/getalllearninginsights - Should return all learning insights or empty array","","2026-01-27","passed","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"Validate API handles invalid course IDs","444","User Course API - Invalid Course ID","","2026-01-27","passed","2026-01-27","User Course Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserCourse.spec.js","",""
"","1154","NEGATIVE: should handle non-existent product content ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Content - GET /api/SectionProductContent/sectionproductcontent/{id}","Marketing-API/PageContent.spec.js","",""
"","0","should upload profile picture (multipart/form-data)","","2026-01-27","skipped","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/uploadprofilepicture","Admin-API/UserManagement.spec.js","",""
"","484","should get courses with filters applied","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > POST /api/CourseData/getallcourses","Marketing-API/CourseData.spec.js","",""
"","18","should reject requests without authentication","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > Negative Tests","Admin-API/UserManagement.spec.js","",""
"Validate API handles invalid pagination parameters","396","Badges API - Get User Badges with Invalid Pagination","","2026-01-27","passed","2026-01-27","Badges Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Badges.spec.js","",""
"","356","should reject invalid language ID","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > PUT /UserManagement/updatedpreferredlanguage","Admin-API/UserManagement.spec.js","",""
"","18","Step 4: GET - Verify preference after UPDATE (No UPDATE/GET available)","","2026-01-27","skipped","2026-01-27","User Notification Management API - Comprehensive Testing > ✅ Notification Preference - CRUD Flow","Client-API/UserNotification.spec.js","",""
"Validate API handles invalid date ranges","358","Sessions API - Invalid Date Range","","2026-01-27","passed","2026-01-27","Webinar Sessions Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/Sessions.spec.js","",""
"","505","NEGATIVE: should reject empty section name","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > POST /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"","477","NEGATIVE: should reject non-numeric ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > GET /api/PageSection/pagesection/{id}","Marketing-API/PageSection.spec.js","",""
"","543","should update existing dynamic content","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - PUT /api/PageSectionDynamicContent/pagesectiondynamiccontent","Marketing-API/PageContent.spec.js","",""
"","32","Step 3: UPDATE - PUT /ContentDocument/updatecontentdocument","","2026-01-27","skipped","2026-01-27","Document API > ✅ Document - CRUD Flow","Course/Document.spec.js","",""
"","1330","should invalidate feature flag cache","","2026-01-27","passed","2026-01-27","Admin API - FeatureFlag Tests > POST /FeatureFlag/invalidatecache","Admin-API/FeatureFlag.spec.js","",""
"","1271","NEGATIVE: should handle non-existent audio ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getbyaudioid","Marketing-API/CourseData.spec.js","",""
"","14","Step 5: DELETE - DELETE /api/CourseLession/deletebyidcourselession/{id}","","2026-01-27","skipped","2026-01-27","Course API - CourseLession Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"Validate API handles deletion of non-existent preferences","378","UserNotification API - Delete Non-existent Preference","","2026-01-27","passed","2026-01-27","User Notification Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserNotification.spec.js","",""
"","15","Step 2: GET - GET /api/Video/details/{videoId}","","2026-01-27","skipped","2026-01-27","Course API - Video Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","0","POST /api/Tenant/createlearninginsights - Should create multiple learning insights","","2026-01-27","skipped","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","344","should reject invalid email","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/inviteuser","Admin-API/UserManagement.spec.js","",""
"","0","PUT /api/Tenant/updatetenant - Skipped (requires multipart/form-data with files)","","2026-01-27","skipped","2026-01-27","Tenant API - Complete Test Suite","Tenant-API/Tenant.spec.js","",""
"","63","Step 2: GET - GET /api/Audio/getbyaudioid","","2026-01-27","skipped","2026-01-27","Course API - Audio Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"End-to-end validation of course creation, retrieval, update, and deletion with detailed verification","448","Create a course, get course details, update course, get updated course details, delete course and verify deletion","","2026-01-27","failed","2026-01-27","Course CRUD Operations with Validation","CourseCrudoperation.spec.js","",""
"","505","should get all product content or return empty list","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Content - GET /api/SectionProductContent/sectionproductcontent","Marketing-API/PageContent.spec.js","",""
"","15","Step 5: DELETE - DELETE /Notification/deletenotification","","2026-01-27","skipped","2026-01-27","Admin API - Notification Tests > Notification - CRUD Flow","Admin-API/Notification.spec.js","",""
"","28","Step 3: UPDATE - POST /ChatSession/qna (Add Q&A to session)","","2026-01-27","skipped","2026-01-27","Chat Session Management API - Comprehensive Testing > ✅ Chat Session - CRUD Flow","Client-API/ChatSession.spec.js","",""
"Validate API handles invalid notification category IDs","435","UserNotification API - Invalid Category ID","","2026-01-27","passed","2026-01-27","User Notification Management API - Comprehensive Testing > ❌ NEGATIVE TEST CASES","Client-API/UserNotification.spec.js","",""
"Validate API behavior when requesting a non-existent plan ID","455","Subscription API - Negative Test: Get Non-Existent Plan By ID","","2026-01-27","passed","2026-01-27","Subscription Management API","Client/Subscription.spec.js","",""
"","339","should handle deletion of non-existent notification","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification - Additional Tests","Admin-API/Notification.spec.js","",""
"","342","should reject requests with invalid tenant ID format","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Negative Tests","Admin-API/VisibilityTenantSettings.spec.js","",""
"Complete validation of Category API with valid data","411","Category API - Complete Operations (Positive)","","2026-01-27","failed","2026-01-27","Category Management API - Comprehensive Testing > ✅ POSITIVE TEST CASES","Client-API/Categories.spec.js","",""
"","20","Step 5: DELETE - DELETE /ContentDocument/deletebyidcontentdocument","","2026-01-27","skipped","2026-01-27","Document API > ✅ Document - CRUD Flow","Course/Document.spec.js","",""
"","47","Step 4: GET - Verify session after UPDATE (Q&A added)","","2026-01-27","skipped","2026-01-27","Chat Session Management API - Comprehensive Testing > ✅ Chat Session - CRUD Flow","Client-API/ChatSession.spec.js","",""
"","807","NEGATIVE: should return conflict for duplicate section","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > POST /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"","472","should get all course content types","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/coursecontenttypes","Marketing-API/CourseData.spec.js","",""
"","350","should reject notification without required fields","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification - Additional Tests","Admin-API/Notification.spec.js","",""
"","348","should invite multiple users","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > POST /UserManagement/bulkinviteuser","Admin-API/UserManagement.spec.js","",""
"","520","NEGATIVE: should reject update with non-existent ID","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > PUT /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"","520","NEGATIVE: should reject negative rating","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Dynamic Content - POST /api/PageSectionDynamicContent/pagesectiondynamiccontent","Marketing-API/PageContent.spec.js","",""
"","530","should return 304 when no changes made","","2026-01-27","failed","2026-01-27","Marketing API - Page Section Endpoints > PUT /api/PageSection/pagesection","Marketing-API/PageSection.spec.js","",""
"","464","NEGATIVE: should handle missing email param","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/validateemail","Marketing-API/CourseData.spec.js","",""
"","14","Step 6: GET - Verify deletion - GET /api/CourseSkill/getallcourseskillbycourseid","","2026-01-27","skipped","2026-01-27","Course API - CourseSkill Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","480","Step 1: CREATE - POST /api/Course/createcourse","","2026-01-27","failed","2026-01-27","Course API - Course Module CRUD Flow","Course-API/CourseAPI.spec.js","",""
"","347","should handle malformed user IDs","","2026-01-27","passed","2026-01-27","Admin API - UserManagement Tests > Negative Tests","Admin-API/UserManagement.spec.js","",""
"","334","Step 1: CREATE - POST /VisibilityTenantSettings/createconfiguration","","2026-01-27","passed","2026-01-27","Admin API - VisibilityTenantSettings Tests > Configuration - CRUD Flow","Admin-API/VisibilityTenantSettings.spec.js","",""
"","346","should reject update with invalid template ID","","2026-01-27","passed","2026-01-27","Admin API - Notification Tests > Notification Template - Additional Tests","Admin-API/Notification.spec.js","",""
"","560","should delete existing product details","","2026-01-27","failed","2026-01-27","Marketing API - Page Content Endpoints > Product Details - DELETE /api/SectionProductDetails/sectionproductdetails/{id}","Marketing-API/PageContent.spec.js","",""
"","501","should update existing marketing page","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > PUT /api/Marketingpages/marketingpages","Marketing-API/MarketingPages.spec.js","",""
"","800","NEGATIVE: should return conflict for duplicate page name","","2026-01-27","failed","2026-01-27","Marketing API - Marketing Pages Endpoints > POST /api/Marketingpages/marketingpages","Marketing-API/MarketingPages.spec.js","",""
"","453","should get content document by ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/getbyidcontentdocument","Marketing-API/CourseData.spec.js","",""
"","1427","should get subscription plan by valid ID","","2026-01-27","failed","2026-01-27","Marketing API - CourseData Endpoints > GET /api/CourseData/subscriptionplans/{planId}","Marketing-API/CourseData.spec.js","",""
"Complete validation of Video API including create operation","1238","Video - Complete CRUD Operations","","2026-01-27","failed","2026-01-27","Video API","Course/Video.spec.js","",""
